연번,연도,작전명,횟수,죄명(한글),"참여기관(기본 한글, 저명한 기관만 영문)",참여국가(한글),내용,출처,,,,,
377,2024,Operation Africa Cyber Surge II,1,"사이버범죄(랜섬웨어, 뱅킹 트로이목마, 스파이웨어, 데이터 유출, DDoS공격), 피싱, 비즈니스 이메일 사기(BEC), 신용카드 사기, 테러 자금 조달, 자금세탁, 조직범죄","Interpol(인터폴), 각국 법집행기관(경찰, 수사기관), Africa Joint Cybercrime Operations Desk(AFJOC), Group-IB, Trend Micro, Kaspersky, Coinbase, World Economic Forum’s Cybercrime Atlas 파트너, 인터넷 서비스 제공업체(ISP)","나이지리아, 남아프리카공화국, 케냐, 가나, 모잠비크, 카메룬, 알제리, 앙골라, 베냉, 코트디부아르, 콩고민주공화국, 가봉, 모리셔스, 르완다, 세네갈, 탄자니아, 튀니지, 잠비아, 짐바브웨 등 아프리카 25개국","Interpol이 주도한 ‘Operation Africa Cyber Surge II’ 작전을 통해 아프리카 25개국에서 랜섬웨어, 피싱, 비즈니스 이메일 사기 등 다양한 사이버범죄와 연계된 20,674개의 의심 네트워크를 식별하고, 14명의 용의자를 체포하며, 테러 자금 조달 및 자금세탁 등 조직범죄 대응에 나섰다.",https://www.vanguardngr.com/2024/04/interpol-identifies-20-674-suspicious-networks-linked-to-terrorists-money-laundering-others-in-25-african-countries/,,,,,
293,2024,Operation Bali Becik 2024,1,"사이버 사기(인터넷 사기), 비자 남용, 불법 금융거래, 신분도용, 계정 정보 유출","인도네시아 발리 이민국, 발리 베칙 태스크포스, BAIS TNI(인도네시아 군사전략정보국 데봐 타스크포스), 인도네시아 법무인권부(Kemenkumham), 인도네시아 이민국 총국, 각국 관련 당국(말레이시아 등과 협력)","인도네시아, 말레이시아","인도네시아 발리 이민국과 발리 베칙 태스크포스가 주도한 ‘Operation Bali Becik 2024’ 작전에서 발리 타바난 지역의 빌라를 급습해 103명의 대만 국적자(실제 대만 정부는 14명으로 확인)를 체포하고, 인터넷 사기 및 비자 남용 혐의로 추방 절차를 진행하며 대규모 해외 표적 사이버 사기 네트워크를 무력화했다.",https://www.aljazeera.com/news/2024/6/28/indonesia-says-will-deport-103-taiwanese-suspected-of-cybercrimes-in-bali,,,,,
343,2024,Operation Cronos,1,"랜섬웨어, 데이터 유출, 컴퓨터 무단 침입, 금전 갈취, 조직범죄","영국 국가범죄청(NCA), 미국 연방수사국(FBI), 프랑스 경찰, 독일 경찰, 일본 경찰, 호주 경찰, 뉴질랜드 경찰, 캐나다 경찰, 유로폴 등","영국, 미국, 프랑스, 독일, 일본, 호주, 뉴질랜드, 캐나다, 폴란드, 우크라이나 등 11개국","영국 국가범죄청(NCA)과 미국 연방수사국(FBI)이 주도한 ‘Operation Cronos’ 작전에서 11개국 법집행기관이 협력해 세계 최대 랜섬웨어 조직 LockBit의 웹사이트와 인프라를 장악하고, 11,000개 이상의 도메인을 압수하며, 200개 이상의 암호화폐 계좌를 동결해 조직의 범죄 활동에 중대한 타격을 입혔다.",https://www.theguardian.com/technology/2024/feb/20/uk-and-fbi-lock-cybercrime-group-out-of-lockbit-website,,,,,
347,2024,Operation Cyber Slaves,1,"사이버범죄, 피싱, 신분도용, 강제 노동(사이버 노예), 조직범죄, 인간 밀매","India Today(미디어), 인도 내무부, 인도 사이버범죄조정센터(I4C), 각 지역 경찰, 국제 협력기관","인도, 캄보디아, 미얀마, 라오스","India Today(미디어)의 ‘Operation Cyber Slaves’ 조사는 캄보디아, 미얀마, 라오스의 ‘골든 트라이앵글’ 지역에서 인도인 등이 납치 및 강제 노동을 당하며 사이버범죄에 동원되는 현실을 폭로했으며, 인도 및 국제 기관이 피해자 구조와 범죄 네트워크 해체에 나서고 있다.",https://www.indiatoday.in/programme/newstrack-with-rahul-kanwal/video/operation-cyber-slaves-india-today-exposes-ruthless-cybercrime-syndicates-top-focus-on-rahul-kanwals-show-2642515-2024-11-29,,,,,
312,2024,Operation Destabilise,1,"자금세탁, 불법 금융거래, 마약 밀매, 랜섬웨어 공격, 불법 암호화폐 거래, 러시아 엘리트 및 첩보 활동 자금 지원","영국 국가범죄수사국(NCA), 미국 재무부(US Treasury), 미국 연방수사국(FBI), 영국 런던경찰청(Metropolitan Police), 프랑스 중앙경찰사법국(Direction Centrale de la Police Judiciaire) 등 국제법집행기관","영국, 미국, 프랑스, 러시아, 중동, 남미 등","영국 국가범죄수사국(NCA)이 주도한 ‘Operation Destabilise’ 작전에서 러시아 엘리트, 사이버범죄 조직, 마약 밀매업자, 첩보 활동까지 지원한 대규모 자금세탁 네트워크(Smart, TGR 그룹)를 적발해 80명 이상을 체포하고, 불법 암호화폐 거래와 자금세탁 경로를 차단하며, 국제 범죄 네트워크에 중대한 타격을 입혔다.",https://therecord.media/russian-money-laundering-networks-trafficking-cybercrime-kremlin,,,,,
448,2024,Operation Endgame2,1,"악성코드유포, 봇넷운영, 랜섬웨어 공격, 불법 데이터 침해, 사기","캐나다 왕립기마경찰(RCMP), National Cybercrime Coordination Centre(CNC3), Europol, 미국 및 유럽 각국 법집행기관, Spamhaus 등 민간 파트너","캐나다, 미국, 독일, 프랑스, 네덜란드, 덴마크, 체코, 영국","Operation Endgame 국제 공조 작전을 통해 캐나다 서리 지역 주민이 포함된 범죄 네트워크가 체포되고, 수천 대의 감염된 컴퓨터와 주요 악성코드(IcedID, SystemBC, Pikabot, Smokeloader, Bumblebee 등) 유포 인프라가 해체되었다.",https://vancouver.citynews.ca/2025/04/09/surrey-resident-arrested-in-operation-endgame-international-cybercrime-crackdown/,,,,,
342,2024,Operation HAECHI V,1,"보이스피싱, 연애 사기(로맨스 스캠), 온라인 섹스토션(성적 협박), 투자 사기, 불법 온라인 도박, 비즈니스 이메일 침해(BEC), 이커머스 사기, 암호화폐 사기","INTERPOL, 각국 법집행기관(40개국 이상), 한국 경찰, 중국(베이징) 경찰 등","나이지리아, 한국, 중국, 미국, 영국, 프랑스, 독일 등 40개국","INTERPOL이 주도한 ‘Operation HAECHI V’ 작전에서 40개국 법집행기관이 협력해 보이스피싱, 연애 사기, 투자 사기 등 7가지 유형의 사이버사기 네트워크를 적발해 5,500명 이상을 체포하고, 4억 달러 이상의 자산을 압수하며, 대규모 금융범죄 조직을 해체했다.",https://www.helpnetsecurity.com/2024/12/02/haechi-v-interpol-global-operation-targeting-cyber-fraud/,,,,,
337,2024,Operation Jackal III,1,"컴퓨터사기(금융사기, 비즈니스 이메일 침해, 투자 사기, 실업 보험 사기), 인신매매, 마약 밀수, 폭력범죄, 자금세탁","INTERPOL, 각국 법집행기관(40개국 이상), 미국 법무부, FBI 등","나이지리아, 미국, 영국, 프랑스, 독일, 이탈리아, 스페인, 네덜란드, 남아프리카공화국, 아일랜드 등 40개국 이상","INTERPOL이 주도한 ‘Operation Jackal III’ 작전에서 40개국 이상의 법집행기관이 협력해 서아프리카(특히 나이지리아)의 ‘Black Axe’ 등 범죄조직을 적발해 300명을 체포하고, 300만 달러 상당의 자산을 압수하며, 720개 은행 계좌를 차단해 금융사기, 인신매매, 마약 밀수 등 다양한 범죄 네트워크에 중대한 타격을 입혔다.",https://cyberscoop.com/300-arrests-made-in-crackdown-of-west-african-cyber-fraud-group/,,,,,
379,2024,Operation Nebulae,1,"피싱, 신분정보 도용, 불법 금융거래, 조직범죄, 마약 관련 범죄(일부 용의자)","Australian Federal Police(AFP), Victoria Police, Queensland Police, NSW Police, South Australia Police, Western Australia Police, Europol, 각국 법집행기관","호주, 영국, 캐나다, 아일랜드, 전 세계(피해자 및 용의자 국적 다양)","Europol과 호주 연방경찰(AFP) 등이 ‘Operation Nebulae’ 작전을 통해 전 세계적으로 4만 개 이상의 피싱 도메인을 관리하며 9만 4천 명 이상의 호주인 신분정보를 탈취한 LabHost 피싱 플랫폼을 해체하고, 호주 전역에서 5명을 체포하며 국제 사이버범죄 네트워크에 중대한 타격을 입혔다.",https://itwire.com/business-it-news/security/five-australians-held-in-operation-to-take-down-cyber-crime-ring.html,,,,,
488,2024,Operation Red Card,1,"사이버범죄(모바일 뱅킹 사기, 투자 사기, 온라인 카지노 사기, SIM 박스 사기, SMS 피싱, 악성코드 기반 휴대폰 해킹, 신분 사칭, 불법 자금 세탁, 인신매매 등)","Interpol, 각국 경찰 및 사이버범죄수사기관, Group-IB, Trend Micro, Kaspersky","베냉, 코트디부아르, 나이지리아, 르완다, 남아프리카공화국, 토고, 잠비아","Interpol이 아프리카 7개국 법집행기관과 협력해 2024년 11월부터 2025년 2월까지 Operation Red Card 작전을 펼쳐 5,000명 이상의 피해자를 낸 국경 간 사이버범죄 네트워크를 해체하고, 300명 이상의 용의자를 체포하며, 2,000개 이상의 전자기기와 26대의 차량, 16채의 주택, 39개의 토지 등 다수의 증거 및 자산을 압수하고, 일부 용의자는 인신매매 피해자임도 확인했다.",https://www.techradar.com/pro/security/interpol-operation-arrests-300-suspects-linked-to-african-cybercrime-rings,,,,,
373,2024,Operation Serengeti,1,"사이버범죄(온라인 신용카드 사기, 은행 시스템 조작, 불법 금융거래, 랜섬웨어, 피싱, 조직범죄, 자금세탁)","INTERPOL(인터폴), AFRIPOL(아프리카경찰기구), Kaspersky(카스퍼스키), 각국 법집행기관, 인터넷 서비스 제공업체(ISP), 민간 보안기업","케냐, 아랍에미리트, 나이지리아, 중국, 아프리카 19개국(세네갈, 카메룬, 앙골라 등 포함)","INTERPOL과 AFRIPOL이 주도한 ‘Operation Serengeti’ 작전을 통해 케냐를 포함한 아프리카 19개국에서 은행 시스템을 조작해 1,006명의 용의자를 체포하고, 13만 4,089개의 악성 인프라를 해체하며, 케냐에서만 24명을 검거하고 1,100억 케냐실링(약 860만 달러) 상당의 피해를 입힌 대규모 온라인 신용카드 사기 네트워크를 해체했다",https://tech-ish.com/2024/11/27/kenya-cybercrime-interpol-banking-fraud/,,,,,
336,2024,Operation Synergia II,1,"피싱, 정보탈취 악성코드(인포스틸러), 랜섬웨어","INTERPOL, 각국 법집행기관(95개국), 민간 파트너","호주, 오스트리아, 벨기에, 브라질, 캐나다 등 95개국","INTERPOL이 주도한 ‘Operation Synergia II’ 작전에서 95개국 법집행기관이 협력해 피싱, 정보탈취 악성코드, 랜섬웨어 등 다양한 사이버범죄를 적발해 22,000개 이상의 악성 IP 주소와 59대의 서버를 해체하고, 41명을 체포하며, 수십만 명의 잠재적 피해자를 보호했다.",https://www.techradar.com/pro/interpol-says-it-disrupted-thousands-of-cybercrime-instances-in-major-operation,,,,,
290,2024,Operation Trust No One,1,"사이버 사기, 신분도용, 불법 금융거래, 데이터 절도, 피싱, 인신매매, 계정 정보 유출, 불법 서버 운영, 조직적 사이버범죄","World Economic Forum, Cybercrime Atlas, Cyber Threat Alliance(CTA), INTERPOL, 각국 법집행기관(영국, 태국, 필리핀 등), 민간 사이버보안 기업(Fortinet, Microsoft, PayPal 등), 비영리단체, 학계","영국, 태국, 필리핀, 서아프리카, 라틴아메리카, 유럽, 북미 등","World Economic Forum, INTERPOL, 민간 사이버보안 기업 등 산업계와 공공기관이 협력해 2024년 한 해 동안 다양한 국제 공조 작전을 통해 대규모 사이버범죄 네트워크를 무력화하고, 피싱, 인신매매, 불법 금융거래 등 다양한 범죄에 효과적으로 대응하며, 공공-민간 협력의 중요성이 부각되었다.",https://www.weforum.org/stories/2024/11/industry-experts-public-sector-are-disrupting-cybercriminals/,,,,,
306,2024,(가칭)Operation AI Sentinel,1,"사이버범죄, 악성코드 개발, 피싱, 사회적 조작(소셜 엔지니어링), 허위정보(디스인포메이션), 선거 개입, 가짜 계정 생성, 불법 데이터 수집","OpenAI, Meta(협조), 각국 사이버보안 기관(특정 기관 명시되지 않음)","미국, 이스라엘, 중국, 이란, 인도, 르완다, 유럽연합 등","OpenAI가 2024년 한 해 동안 전 세계 20개 이상의 악성 네트워크와 캠페인을 차단하여, 악성코드 개발, 피싱, 허위정보 유포, 선거 개입 등 다양한 사이버범죄와 사회적 조작 시도를 무력화하고, AI 기술의 오남용을 방지했다.",https://thehackernews.com/2024/10/openai-blocks-20-global-malicious.html,,,,,
320,2024,(가칭)Operation Ivanov Cutoff,1,"자금세탁, 해킹 및 랜섬웨어 등 사이버범죄 자금 유통, 불법 금융거래, 신분도용, 카드 정보 유출(카딩), 불법 암호화폐 거래","미국 재무부(OFAC, FinCEN), 미국 법무부(DOJ), 미국 국무부, 미국 비밀경찰(US Secret Service), 네덜란드 경찰, 네덜란드 재정정보조사서비스(FIOD)","미국, 네덜란드","미국과 네덜란드 법집행기관이 공동으로 러시아 암호화폐 거래소(PM2BTC, Cryptex, UAPS 등)와 관련 인물(Sergey Sergeevich Ivanov 등)을 제재하고 인프라를 차단함으로써, 해킹·랜섬웨어 등 사이버범죄 자금 세탁 및 불법 금융거래 네트워크에 중대한 타격을 입혔다.",https://therecord.media/cryptocurrency-exchanges-seizures-ivanov-sanctions-us-netherlands,,,,,
324,2024,(가칭)Operation Rydox,1,"신분도용, 불법 금융거래, 자금세탁, 불법 소프트웨어 및 데이터 유통, 불법 접근장치 판매, 해킹 도구 판매","미국 연방수사국(FBI) 피츠버그 사무소, 알바니아 특별반부패기구(SPAK), 알바니아 국가수사국(BKH), 코소보 특별검찰청, 코소보 경찰, 말레이시아 왕립경찰","미국, 알바니아, 코소보, 말레이시아","미국, 알바니아, 코소보, 말레이시아 법집행기관이 공동으로 불법 신원정보 및 해킹 도구를 거래하는 Rydox 사이버범죄 마켓플레이스를 해체하고, 주요 관리자 3명을 체포하며, 7,600건 이상의 불법 거래와 32만 건 이상의 범죄 도구 유통에 중대한 타격을 입혔다.",https://cyberscoop.com/rydox-cybercriminal-marketplace-seized-doj-albania-kosovo/,,,,,
339,2024,(가칭)Operation Warzone RAT,1,"불법 원격접속 트로이목마(RAT) 판매 및 유통, 불법 전자감청장치 판매, 컴퓨터 무단 침입 음모, 보호된 컴퓨터 권한 없이 손상, 사이버범죄 조직 가담","몰타 경찰, 몰타 검찰청, 미국 법무부(DOJ), 미국 연방수사국(FBI), 호주 연방경찰(AFP), 기타 국제 협력기관","몰타, 미국, 호주","몰타, 미국, 호주 법집행기관이 협력해 Warzone RAT 등 불법 원격접속 트로이목마를 판매·유통한 사이버범죄자 Daniel Meli를 체포하고, 범죄 네트워크 인프라를 해체하며, 전 세계적으로 컴퓨터 무단 침입 및 정보유출 범죄에 중대한 타격을 입혔다.",https://www.theguardian.com/australia-news/2024/feb/13/daniel-meli-arrest-malta-cybercrime-australia-trojan-software,,,,,
341,2024,(가칭)Operation 911 S5,1,"신분도용, 아동 성착취, 금융사기, 불법 금융거래, 팬데믹 구제금융 사기, 컴퓨터 사기 및 사기 음모, 자금세탁 음모","미국 법무부(DOJ), 미국 연방수사국(FBI), 싱가포르 경찰, 태국 경찰, 기타 국제 법집행기관","미국, 싱가포르, 태국 등","미국, 싱가포르, 태국 등 국제 공조 하에 911 S5 봇넷 관리자 윤허 왕을 체포하고, 19백만 대 이상의 감염된 컴퓨터를 통해 신분도용, 아동 성착취, 금융사기 등 다양한 범죄에 활용된 세계 최대 규모의 봇넷 네트워크를 해체했다.",https://www.business-standard.com/world-news/man-suspected-of-operating-world-s-largest-ever-cybercrime-botnet-held-124053000064_1.html,,,,,
353,2024,(가칭)Operation PopeyeTools,1,"신용카드 정보 절도, 신분도용, 불법 금융거래, 불법 접근장치 판매, 금융사기, 조직범죄, 랜섬웨어 등 사이버범죄","미국 법무부, 미국 연방수사국(FBI), 영국 경찰, 말레이시아 경찰, 국제 협력기관","미국, 영국, 말레이시아, 아프가니스탄, 파키스탄(용의자 국적 포함)","미국 법무부와 FBI가 영국, 말레이시아 등 국제 협력기관과 함께 PopeyeTools이라는 대형 사이버범죄 마켓플레이스를 적발해 도메인과 암호화폐를 압수하고, 파키스탄과 아프가니스탄 출신 운영자 3명을 기소하며, 신용카드 정보 절도 및 불법 금융거래 등 전 세계적으로 피해를 끼친 범죄 네트워크를 해체했다.",https://thecyberexpress.com/justice-department-shuts-popeyetools-website/,,,,,
354,2024,(가칭)Operation Lusaka Scam,1,"컴퓨터 관련 허위표시, 신분도용, 불법 네트워크 운영, 인터넷 사기, 온라인 사기, 자금세탁, 조직범죄","잠비아 마약단속위원회(DEC), 잠비아 경찰, 이민국, 반테러리즘 부서","잠비아, 중국, 카메룬, 싱가포르, 페루, 아랍에미리트, 아프리카 다수국(피해자 및 용의자 국적 포함)","잠비아 마약단속위원회(DEC)와 경찰 등이 루사카의 Golden Top Support Services를 급습해 77명(중국인 22명 포함)을 체포하고, 1만 3천 장 이상의 SIM 카드와 무기, 장비를 압수하며, 전 세계 피해자를 노린 대규모 인터넷 사기 및 자금세탁 조직을 해체했다.",https://therecord.media/zambia-guilty-pleas-chinese-nationals-scam-call-center,,,,,
359,2024,(가칭)Operation Belgium Phish,1,"피싱, 신분도용(경찰/은행 직원 사칭), 비싱(vishing), 온라인·오프라인 금융사기, 불법 금융거래, 조직범죄","벨기에 경찰, 네덜란드 경찰, 유로폴, 유로저스트","벨기에, 네덜란드, 유럽 10개국 이상(피해자 국적 포함)","벨기에와 네덜란드 경찰이 유로폴, 유로저스트와 협력해 2022년부터 활동한 국제 피싱 조직을 적발하여 2024년 12월 17곳을 압수수색하고 8명을 체포하며, 현금·명품·전자기기 등을 압수하고, 유럽 10개국 이상의 피해자로부터 수백만 유로를 갈취한 대규모 금융사기 네트워크를 해체했다168.",https://thehackernews.com/2024/12/phone-phishing-gang-busted-eight.html,,,,,
369,2024,(가칭)Operation Telangana Scam,1,"컴퓨터사기, 비즈니스 사기, 아르바이트 사기, KYC 사기, 결혼 사기, 불법 금융거래, 암호화폐 자금 이체, 조직범죄","Telangana Cyber Security Bureau(TGCSB), 각 지역 경찰(하이데라바드, 사이버바드, 라차콘다, 카니마가르, 자크티알 등)","인도, 두바이","Telangana Cyber Security Bureau가 하이데라바드 등 텔랑가나 전역에서 비즈니스 사기, 아르바이트 사기, KYC 사기, 결혼 사기 등 다양한 사이버 범죄에 연루된 21명을 체포하고, 13명은 은행계좌에서 8억 2천만 루피를 인출해 상위 에이전트에 인도했으며, 나머지 8명은 암호화폐로 자금을 국제 조력자에게 송금한 혐의를 받으며, 대량의 증거물을 압수하고 범죄 네트워크 해체에 나섰다.",https://the420.in/telangana-cyber-security-bureau-cracks-down-on-cybercrime-arrests-21-cybercrime-criminals-in-major-operation/,,,,,
371,2024,(가칭)Operation Naija CyberFront,1,"사이버범죄(신분도용, 온라인사기, 금융사기, 조직범죄 등)","Interpol(인터폴), Nigeria Police Force National Cybercrime Centre(NPF-NCCC), Office of the National Security Adviser(ONSA), National Identity Management Commission(NIMC), ECOWAS(서아프리카경제공동체), British National Crime Agency, UNODC(유엔마약범죄사무소), 각국 법집행기관, 민간기업, 시민사회단체","나이지리아, 영국, 프랑스, 아프리카 각국, 전 세계(Interpol 회원국 196개국 및 파트너 13개기관 포함)","Interpol과 Nigeria Police Force National Cybercrime Centre 등은 아프리카 내 사이버범죄 대응을 위해 국가 및 국제 기관, 민간과 협력해 정보 공유, 역량 강화, 공동 작전을 펼치며, 나이지리아가 아프리카 사이버범죄 퇴치의 선도국으로 자리매김하고 있음을 밝혔다.",https://www.arise.tv/interpol-nigeria-setting-pace-in-fight-against-cybercrime-in-africa/#google_vignette,,,,,
376,2024,(가칭)Operation Grandparent Scam,1,"컴퓨터사기(할머니 사기, “grandparent scam”), 신분도용, 불법 금융거래, 조직범죄, 사기, 자금세탁","Santiago 검찰청(Santiago Prosecutor’s Office), 미국 연방수사국(HSI), 미국 법무부(DOJ), 뉴욕시경찰(NYPD), FBI, 사회보장국 감사관실(SSA-OIG)","도미니카공화국, 미국","Santiago 검찰청과 미국 연방수사국(HSI), FBI 등이 협력해 도미니카공화국 내 콜센터를 통해 미국 노년층을 표적으로 한 할머니 사기(“grandparent scam”) 등 대규모 사이버사기 조직을 적발해 21명을 기소하고, 수백만 달러의 피해를 입힌 범죄 네트워크를 해체하는 데 나섰다.",https://dominicantoday.com/dr/local/2024/09/25/santiago-prosecutors-office-charges-21-in-major-cybercrime-operation-targeting-elderly-americans/,,,,,
380,2024,(가칭)Operation Kandy Sweep,1,"온라인 금융사기, 신분도용, 불법 금융거래, 조직범죄, 여권 및 비자 위조, 관광비자 남용","스리랑카 경찰, Criminal Investigations Department(CID), 이민국, 각 지역 경찰서, 중국 대사","스리랑카, 중국, 인도, 태국, 베트남, 필리핀(피해자 및 용의자 국적 포함), 전 세계(피해자 국적 다양)","스리랑카 경찰이 2024년 10월부터 칸디(Kandy) 등 주요 도시에서 관광비자를 남용한 중국인 등 외국인을 중심으로 온라인 금융사기, 신분도용, 불법 금융거래 등 조직적 범죄 네트워크를 적발해 수백 명을 체포하고, 중국 대사관과 협력해 주요 용의자 및 증거물을 송환·이관하며 국제 사이버범죄의 첨병으로 떠오르는 현상을 효과적으로 대응하고 있다.",https://lankasara.com/news/the-growing-menace-of-chinese-cyber-criminals-in-sri-lanka-behind-the-kandy-arrest/,,,,,
383,2024,(가칭)Operation Nemesis Market,1,"마약류 밀매, 불법 데이터 거래, 랜섬웨어, 피싱, DDoS공격, 신분도용, 조직범죄","독일 연방범죄청(BKA), 프랑크푸르트 사이버범죄특별수사팀(ZIT), 미국 연방수사국(FBI), 미국 마약단속국(DEA), 미국 국세청 범죄수사국(IRS-CI), 리투아니아 법집행기관","독일, 리투아니아, 미국","독일, 리투아니아, 미국 법집행기관이 2022년 10월부터 2024년 3월까지 공동으로 Nemesis 마켓을 조사해 2024년 3월 20일 서버를 압수하고, 마약, 불법 데이터, 랜섬웨어 등 다양한 사이버범죄 서비스가 거래된 대형 다크넷 마켓플레이스를 해체하며 약 10만 달러 상당의 암호화폐를 압수했다.",https://therecord.media/nemesis-cybercrime-market-takedown-germany,,,,,
384,2024,(가칭)Operation Quezon FakeGov,1,"컴퓨터사기, 신분도용(미 정부 기관 사칭), 불법 금융거래, 조직범죄","필리핀 이민국(Fugitive Search Unit), 미국 법무부(US Department of Justice), 미국 국방부 범죄수사국(US Defense Criminal Investigative Service)","필리핀, 미국, 나이지리아(용의자 국적 포함)","필리핀 이민국이 미국 정부 요청에 따라 2024년 10월 11일 케손시티에서 미국 내 은퇴 군인을 대상으로 코로나19 대응 가짜 정부 웹사이트를 이용해 긴급 휴가 신청 수수료 명목으로 자금을 갈취한 혐의로 미국에서 수배 중이던 나이지리아인 사이버사기 용의자를 체포해, 현재 송환 절차를 진행 중이다.",https://dailypost.ng/2024/10/29/nigerian-national-wanted-in-us-cybercrime-case-arrested-in-philippines/,,,,,
477,2024,(가칭)Operation Jackpot Crew,1,"은행 절도, 음모, ATM 해킹(ATM 논리적 공격, ATM 잭포팅), 조직범죄(트렌 데 아라구아 조직 연계)","FBI Cyber Task Force, Western District of New York, 각주 및 지역 경찰(뉴욕, 매사추세츠, 일리노이 등), 미국 법무부","미국, 베네수엘라","FBI와 미국 각지 경찰이 2024년 10월 5일부터 11월 11일까지 베네수엘라 국적의 트렌 데 아라구아 조직 소속 2명을 체포하며, 뉴욕·매사추세츠·일리노이 등 4개 주 신용협동조합과 은행 ATM을 대상으로 악성코드(ATM 잭포팅)를 이용해 297,000달러 이상을 절도한 대규모 범죄 네트워크를 적발하고, 압수된 현금, 암호화폐, 변조된 ATM 부품 등 다수의 증거를 확보했다.",https://gbhackers.com/two-cybercriminals-arrested/,,,,,
537,2024,(가칭)Operation Naija-Japan Scam,1,"사이버범죄(사기, 사기성 연애 사기)","Nigeria Police Force, National Cybercrime Centre, National Central Bureau (Nigeria), NCB Tokyo, National Police Agency of Japan","나이지리아, 일본","나이지리아와 일본 경찰이 공동으로 나이지리아에서 일본인을 노린 사이버범죄 용의자 11명을 체포하고, 사기로 획득한 33,320달러를 회수했다",https://www.thecable.ng/npf-eleven-cybercrime-suspects-arrested-33320-recovered-in-joint-operation-with-japanese-police/,,,,,
509,2025,biggest anti-cybercrime operation,1,"사이버범죄(사기, 신분 사칭, 나이지리아 헌법질서 위협 시도, 사이버테러, 신원 도용 등)","Economic and Financial Crimes Commission (EFCC), Federal High Court Lagos","나이지리아, 필리핀, 카자흐스탄, 튀니지, 중국","EFCC가 라고스에서 글로벌 사이버범죄 및 암호화폐 사기 조직(‘HK’)을 적발해 18명의 외국인(필리핀 등)을 유죄 판결하고, 1년 징역 및 벌금형을 선고하며, 피해자에게 미국·캐나다·멕시코·유럽 등지에서 사기성 투자 및 로맨스 사기를 자행한 혐의로 모바일폰·노트북·라우터 등 범죄도구를 몰수했다",https://punchng.com/12-filipinos-jailed-for-cybercrime-in-nigeria/,,,,,
458,2025,crackdown,1,"사이버 범죄(사기, 신분 도용, 암호화폐 사기 등), 인신매매(노동 착취, 강제 노동), 위조 여권 및 서류, 강제 구금","Telangana Cyber Security Bureau(TGCSB), Telangana Police, 인도 중앙정부(외무부), 각 지역 경찰서(Armoor, Jagtial, Sircilla, Rein Bazar in Hyderabad, Manakondur in Karimnagar)","인도, 미얀마, 태국, 라오스(피해자 구조 및 수사 협력, 미얀마에 위치한 범죄 조직 대상)","Telangana Cyber Security Bureau와 Telangana Police가 인도 중앙정부 및 지역 경찰서와 협력하여 미얀마, 태국, 라오스를 오가는 인신매매 및 사이버 범죄 조직을 적발하고, 피해자 구조와 가담자 체포, 추가 수사 및 사건 접수를 지속적으로 진행하고 있다",https://timesofindia.indiatimes.com/city/hyderabad/agents-luring-people-to-myanmar-cybercrime-den-under-cops-radar/articleshow/118991601.cms,,,,,
532,2025,cybercrime sting,1,"사이버범죄(불법 SMS 블래스터, IMSI 캐처 판매 및 사용, 사기, 데이터 프라이버시법 위반 등)","Philippine National Police – Anti-cybercrime Group, Cybercrime Investigation and Coordinating Center (CICC), Bureau of Immigration, National Telecommunications Commission","필리핀, 말레이시아","필리핀과 말레이시아 당국이 공동으로 불법 SMS 블래스터 및 IMSI 캐처 장비를 판매한 말레이시아 국적 용의자를 체포하고, 해당 장비와 증거물을 압수했다.",https://www.brigadanews.ph/malaysian-supplier-of-text-scam-device-arrested-in-cybercrime-sting/,,,,,
483,2025,Eagle Flush Operation,1,"사이버범죄(경제사보타주, 금융테러, 신분 도용, 투자 사기, 피싱, 사이버테러 등)","Economic and Financial Crimes Commission (EFCC), Federal High Court of Nigeria, Nigerian Immigration Service","나이지리아, 중국","EFCC가 2024년 12월 10일 라고스에서 최대 규모의 단일 사이버범죄 단속(Eagle Flush Operation)을 펼쳐 700명 이상(중국인 포함)을 체포하고, 2025년 6월 5일 소속 중국인 9명에게 경영사보타주 및 금융테러 혐의로 1년 징역 및 각 100만 나이라 벌금을 선고하며, 피의자들의 컴퓨터·노트북 등 증거를 압수하고, 형기 종료 후 중국으로 강제 송환을 명령했다",https://the420.in/inside-nigerias-biggest-cybercrime-crackdown-nine-chinese-nationals-jailed-in-global-scam-ring/,,,,,
517,2025,FBI seizure operation,1,"사이버범죄(사회공학, 악성코드유포, 암호화폐 절도, 데이터 절도, 사기 등)","FBI, Trend Micro","미국, 러시아, 북한","FBI와 Trend Micro가 공동으로 러시아의 Khasan 및 Khabarovsk 지역 IP 범위와 VPS, 프록시 서버를 활용해 북한의 Void Dokkaebi(별칭 Famous Chollima) 사이버범죄 조직이 운영한 가상 회사 BlockNovas의 도메인을 압수하고, IT 전문가를 대상으로 한 사회공학 및 암호화폐 절도, 악성코드 유포 등 범죄 네트워크를 차단했다.",https://cybersecuritynews.com/russian-vps-servers-with-rdp-proxy-servers/,,,,,
